dataset	co1_species	count	pct_id	accession_species	accession	total_count	fractional_count				dataset	co1_species
Peach-6-E5.trim_2	Drosophila_melanogaster	17715	99.71862885	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17717	0.999887114				Peach-6-E5.trim_2	Drosophila_melanogaster
Peach-7-F6.trim_1	Drosophila_melanogaster	12031	99.79709085	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12031	1				Peach-7-F6.trim_1	Drosophila_melanogaster
Peach-7-F6.trim_2	Drosophila_melanogaster	12035	99.78384794	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12035	1				Peach-7-F6.trim_2	Drosophila_melanogaster
Peach-8-F7.trim_1	Drosophila_melanogaster	16777	99.80458008	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	16779	0.999880803				Peach-8-F7.trim_1	Drosophila_melanogaster
Peach-8-F7.trim_2	Drosophila_melanogaster	16767	99.76512077	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	16769	0.999880732				Peach-8-F7.trim_2	Drosophila_melanogaster
Peach-9-F8.trim_1	Drosophila_melanogaster	14125	99.78729133	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	14125	1				Peach-9-F8.trim_1	Drosophila_melanogaster
Peach-9-F8.trim_2	Drosophila_melanogaster	14136	99.73724462	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	14137	0.999929264				Peach-9-F8.trim_2	Drosophila_melanogaster
Penn-F-1.trim_1	Drosophila_melanogaster	816	99.82734069	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	816	1				Penn-F-1.trim_1	Drosophila_melanogaster
Penn-F-1.trim_2	Drosophila_melanogaster	806	99.8642928	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	806	1				Penn-F-1.trim_2	Drosophila_melanogaster
Penn-F-12.trim_1	Drosophila_melanogaster	138	99.81043478	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	138	1				Penn-F-12.trim_1	Drosophila_melanogaster
Penn-F-12.trim_2	Drosophila_melanogaster	146	99.83547945	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	146	1				Penn-F-12.trim_2	Drosophila_melanogaster
Penn-F-2.trim_1	Drosophila_melanogaster	167	99.74323353	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	167	1				Penn-F-2.trim_1	Drosophila_melanogaster
Penn-F-2.trim_2	Drosophila_melanogaster	166	99.66313253	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	166	1				Penn-F-2.trim_2	Drosophila_melanogaster
Penn-F-3.trim_1	Drosophila_melanogaster	339	99.80554572	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	339	1				Penn-F-3.trim_1	Drosophila_melanogaster
Penn-F-3.trim_2	Drosophila_melanogaster	361	99.7898615	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	361	1				Penn-F-3.trim_2	Drosophila_melanogaster
Penn-F-4.trim_1	Drosophila_melanogaster	747	99.80583668	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	751	0.994673768				Penn-F-4.trim_1	Drosophila_melanogaster
Penn-F-4.trim_2	Drosophila_melanogaster	798	99.73919799	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	801	0.996254682				Penn-F-4.trim_2	Drosophila_melanogaster
Penn-F-6.trim_1	Drosophila_melanogaster	566	99.88436396	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	566	1				Penn-F-6.trim_1	Drosophila_melanogaster
Penn-F-6.trim_2	Drosophila_melanogaster	555	99.86834234	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	555	1				Penn-F-6.trim_2	Drosophila_melanogaster
Penn-F-9.trim_1	Drosophila_melanogaster	589	99.89003396	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	590	0.998305085				Penn-F-9.trim_1	Drosophila_melanogaster
Penn-F-9.trim_2	Drosophila_melanogaster	603	99.84844113	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	604	0.998344371				Penn-F-9.trim_2	Drosophila_melanogaster
Penn-M-10.trim_1	Drosophila_melanogaster	1627	99.88604179	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1629	0.998772253				Penn-M-10.trim_1	Drosophila_melanogaster
Penn-M-10.trim_2	Drosophila_melanogaster	1658	99.87252714	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1660	0.998795181				Penn-M-10.trim_2	Drosophila_melanogaster
Penn-M-11.trim_1	Drosophila_melanogaster	89	99.87449438	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	89	1				Penn-M-11.trim_1	Drosophila_melanogaster
Penn-M-11.trim_2	Drosophila_melanogaster	85	99.92505882	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	85	1				Penn-M-11.trim_2	Drosophila_melanogaster
Penn-M-14.trim_1	Drosophila_melanogaster	1003	99.80030907	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1003	1				Penn-M-14.trim_1	Drosophila_melanogaster
Penn-M-14.trim_2	Drosophila_melanogaster	1036	99.80059846	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1037	0.99903568				Penn-M-14.trim_2	Drosophila_melanogaster
Penn-M-15.trim_1	Drosophila_melanogaster	2266	99.90413945	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2267	0.999558888				Penn-M-15.trim_1	Drosophila_melanogaster
Penn-M-15.trim_2	Drosophila_melanogaster	2292	99.84427138	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2293	0.99956389				Penn-M-15.trim_2	Drosophila_melanogaster
Penn-M-2.trim_1	Drosophila_melanogaster	817	99.82025704	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	817	1				Penn-M-2.trim_1	Drosophila_melanogaster
Penn-M-2.trim_2	Drosophila_melanogaster	840	99.80260714	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	840	1				Penn-M-2.trim_2	Drosophila_melanogaster
Penn-M-8.trim_1	Drosophila_melanogaster	184	99.81402174	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	184	1				Penn-M-8.trim_1	Drosophila_melanogaster
Penn-M-8.trim_2	Drosophila_melanogaster	192	99.86296875	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	192	1				Penn-M-8.trim_2	Drosophila_melanogaster
hydei-20-TD-1.trim_1	Drosophila_affinis	3096	99.76274225	MK659802.1:1454-2989_Drosophila_affinis	MK659802.1:1454-2989	3512	0.881548975				hydei-20-TD-1.trim_1	Drosophila_affinis
hydei-20-TD-1.trim_1	Drosophila_athabasca	414	99.17299517	MK659807.1:1454-2989_Drosophila_athabasca	MK659807.1:1454-2989	3512	0.117881549				hydei-20-TD-1.trim_1	Drosophila_athabasca
hydei-20-TD-1.trim_2	Drosophila_affinis	4184	99.79293021	MK659802.1:1454-2989_Drosophila_affinis	MK659802.1:1454-2989	4338	0.964499769				hydei-20-TD-1.trim_2	Drosophila_affinis
hydei-20-TD-1.trim_2	Drosophila_athabasca	151	99.05662252	MK659807.1:1454-2989_Drosophila_athabasca	MK659807.1:1454-2989	4338	0.034808668				hydei-20-TD-1.trim_2	Drosophila_athabasca
mel-20-AG-4.trim_1	Drosophila_melanogaster	23450	99.82288785	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	23457	0.999701582				mel-20-AG-4.trim_1	Drosophila_melanogaster
mel-20-AG-4.trim_2	Drosophila_melanogaster	25146	99.77043466	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	25150	0.999840954				mel-20-AG-4.trim_2	Drosophila_melanogaster
mel-20-AG-5.trim_1	Drosophila_melanogaster	17111	99.80911928	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17115	0.999766287				mel-20-AG-5.trim_1	Drosophila_melanogaster
mel-20-AG-5.trim_2	Drosophila_melanogaster	18538	99.74752293	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	18542	0.999784274				mel-20-AG-5.trim_2	Drosophila_melanogaster
mel-20-TD-3.trim_1	Drosophila_melanogaster	12715	99.7561746	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12716	0.999921359				mel-20-TD-3.trim_1	Drosophila_melanogaster
mel-20-TD-3.trim_2	Drosophila_melanogaster	14032	99.67464367	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	14032	1				mel-20-TD-3.trim_2	Drosophila_melanogaster
mel-21-LK-5.trim_1	Drosophila_melanogaster	2498	99.8267454	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2501	0.99880048				mel-21-LK-5.trim_1	Drosophila_melanogaster
mel-21-LK-5.trim_2	Drosophila_melanogaster	2641	99.81164332	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2644	0.998865356				mel-21-LK-5.trim_2	Drosophila_melanogaster
mel-21-MDS-9.trim_1	Drosophila_melanogaster	1212	99.73675743	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1213	0.999175598				mel-21-MDS-9.trim_1	Drosophila_melanogaster
mel-21-MDS-9.trim_2	Drosophila_melanogaster	1299	99.71704388	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1300	0.999230769				mel-21-MDS-9.trim_2	Drosophila_melanogaster
sim-20-AG-3.trim_1	Drosophila_melanogaster	23986	99.90855249	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	23988	0.999916625				sim-20-AG-3.trim_1	Drosophila_melanogaster
sim-20-AG-3.trim_2	Drosophila_melanogaster	23775	99.84631167	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	23777	0.999915885				sim-20-AG-3.trim_2	Drosophila_melanogaster
sim-20-TD-4.trim_1	Drosophila_melanogaster	9897	99.75025563	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	9899	0.999797959				sim-20-TD-4.trim_1	Drosophila_melanogaster
sim-20-TD-4.trim_2	Drosophila_melanogaster	10990	99.68508826	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	10990	1				sim-20-TD-4.trim_2	Drosophila_melanogaster
sim-20-TD-5.trim_1	Drosophila_melanogaster	19132	99.90789619	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	19132	1				sim-20-TD-5.trim_1	Drosophila_melanogaster
sim-20-TD-5.trim_2	Drosophila_melanogaster	18958	99.83998365	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	18959	0.999947255				sim-20-TD-5.trim_2	Drosophila_melanogaster
