dataset	co1_species	count	pct_id	accession_species	accession	total_count	fractional_count
ME-F-9.trim_1	Drosophila_melanogaster	34205	99.4974968571846	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	34219	0.999590870568982
ME-F-9.trim_1	Drosophila_simulans	7	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	34219	0.000204564715508928
ME-F-9.trim_1	Drosophila_bocki	4	99.4875	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	34219	0.000116894123147959
ME-F-9.trim_1	Drosophila_subquinaria	1	99.08	AY154407.1:1-1505_Drosophila_subquinaria	AY154407.1:1-1505	34219	2.92235307869897e-05
ME-F-9.trim_1	Drosophila_mimica	1	100	EU493664.1:80-1615_Drosophila_mimica	EU493664.1:80-1615	34219	2.92235307869897e-05
ME-F-9.trim_1	Liodrosophila_aerea	1	100	JF273080.1:1-1535_Liodrosophila_aerea	JF273080.1:1-1535	34219	2.92235307869897e-05
ME-F-9.trim_2	Drosophila_melanogaster	34292	99.5426837163187	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	34306	0.999591908121028
ME-F-9.trim_2	Drosophila_simulans	6	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	34306	0.000174896519559261
ME-F-9.trim_2	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	34306	5.82988398530869e-05
ME-F-9.trim_2	Drosophila_simulans	1	99.33	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	34306	2.91494199265435e-05
ME-F-9.trim_2	Drosophila_subquinaria	1	98.97	AY154407.1:1-1505_Drosophila_subquinaria	AY154407.1:1-1505	34306	2.91494199265435e-05
ME-F-9.trim_2	Drosophila_mimica	1	100	EU493664.1:80-1615_Drosophila_mimica	EU493664.1:80-1615	34306	2.91494199265435e-05
ME-F-9.trim_2	Liodrosophila_aerea	1	100	JF273080.1:1-1535_Liodrosophila_aerea	JF273080.1:1-1535	34306	2.91494199265435e-05
ME-F-9.trim_2	Drosophila_brunneisetae	1	100	MK277009.1:1-1469_Drosophila_brunneisetae	MK277009.1:1-1469	34306	2.91494199265435e-05
ME-F-9.trim_2	Drosophila_mauritiana	1	96.64	NC_005779.1:1478-3012_Drosophila_mauritiana	NC_005779.1:1478-3012	34306	2.91494199265435e-05
ME-M-1.trim_1	Drosophila_melanogaster	2100	99.8109095238095	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2100	1
ME-M-1.trim_2	Drosophila_melanogaster	2190	99.8135068493151	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2190	1
ME-M-10.trim_1	Drosophila_melanogaster	1236	99.8497087378641	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1236	1
ME-M-10.trim_2	Drosophila_melanogaster	1294	99.7916924265842	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1294	1
ME-M-11.trim_1	Drosophila_melanogaster	1943	99.7363715903242	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1945	0.998971722365039
ME-M-11.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	1945	0.00051413881748072
ME-M-11.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1945	0.00051413881748072
ME-M-11.trim_2	Drosophila_melanogaster	1981	99.7280514891469	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1983	0.99899142713061
ME-M-11.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	1983	0.000504286434694907
ME-M-11.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1983	0.000504286434694907
ME-M-13.trim_1	Drosophila_melanogaster	69887	99.774851259891	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	69897	0.999856932343305
ME-M-13.trim_1	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	69897	5.72270626779404e-05
ME-M-13.trim_1	Drosophila_simulans	3	98.2033333333333	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	69897	4.29202970084553e-05
ME-M-13.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	69897	1.43067656694851e-05
ME-M-13.trim_1	Drosophila_quinaria	1	100	AY154400.1:1-1505_Drosophila_quinaria	AY154400.1:1-1505	69897	1.43067656694851e-05
ME-M-13.trim_1	Drosophila_sechellia	1	99.32	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	69897	1.43067656694851e-05
ME-M-13.trim_2	Drosophila_melanogaster	72391	99.7557355196088	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	72399	0.999889501236205
ME-M-13.trim_2	Drosophila_simulans	5	99.546	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	72399	6.9061727371925e-05
ME-M-13.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	72399	1.3812345474385e-05
ME-M-13.trim_2	Drosophila_simulans	1	96.08	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	72399	1.3812345474385e-05
ME-M-13.trim_2	Drosophila_quinaria	1	100	AY154400.1:1-1505_Drosophila_quinaria	AY154400.1:1-1505	72399	1.3812345474385e-05
ME-M-14.trim_1	Drosophila_melanogaster	4780	99.7904163179916	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4785	0.998955067920585
ME-M-14.trim_1	Drosophila_simulans	5	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	4785	0.00104493207941484
ME-M-14.trim_2	Drosophila_melanogaster	4843	99.7920338633079	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4849	0.998762631470406
ME-M-14.trim_2	Drosophila_simulans	6	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	4849	0.00123736852959373
ME-M-17.trim_1	Drosophila_melanogaster	808	99.8282054455446	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	808	1
ME-M-17.trim_2	Drosophila_melanogaster	828	99.8191062801932	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	828	1
ME-M-18.trim_1	Drosophila_melanogaster	1675	99.8106686567164	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1675	1
ME-M-18.trim_2	Drosophila_melanogaster	1674	99.8223775388291	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1674	1
ME-M-19.trim_1	Drosophila_melanogaster	17244	99.815862328926	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17245	0.999942012177443
ME-M-19.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	17245	5.7987822557263e-05
ME-M-19.trim_2	Drosophila_melanogaster	17299	99.7966044280016	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17300	0.999942196531792
ME-M-19.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	17300	5.78034682080925e-05
ME-M-2.trim_1	Drosophila_melanogaster	3628	99.873539140022	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3629	0.99972444199504
ME-M-2.trim_1	Phortica_saltiaristula	1	100	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	3629	0.000275558004960044
ME-M-2.trim_2	Drosophila_melanogaster	3566	99.8532529444756	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3566	1
ME-M-20.trim_1	Drosophila_melanogaster	3380	99.8178106508876	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3380	1
ME-M-20.trim_2	Drosophila_melanogaster	3610	99.7688365650969	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3610	1
ME-M-3.trim_1	Drosophila_simulans	2285	99.8082625820569	AY518673.1:1477-3011_Drosophila_simulans	AY518673.1:1477-3011	2360	0.968220338983051
ME-M-3.trim_1	Drosophila_melanogaster	61	99.7870491803279	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2360	0.0258474576271186
ME-M-3.trim_1	Drosophila_simulans	14	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2360	0.00593220338983051
ME-M-3.trim_2	Drosophila_simulans	2359	99.8067486222976	AY518673.1:1477-3011_Drosophila_simulans	AY518673.1:1477-3011	2446	0.96443172526574
ME-M-3.trim_2	Drosophila_melanogaster	67	99.8850746268657	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2446	0.0273916598528209
ME-M-3.trim_2	Drosophila_simulans	20	99.7145	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2446	0.00817661488143908
ME-M-4.trim_1	Drosophila_melanogaster	5514	99.7933623503808	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5516	0.999637418419144
ME-M-4.trim_1	Drosophila_simulans	2	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	5516	0.000362581580855693
ME-M-4.trim_2	Drosophila_melanogaster	5459	99.758602308115	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5462	0.999450750640791
ME-M-4.trim_2	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	5462	0.000549249359209081
ME-M-6.trim_1	Drosophila_melanogaster	209	99.8203827751196	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	209	1
ME-M-6.trim_2	Drosophila_melanogaster	205	99.8326829268293	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	205	1
ME-M-7.trim_1	Drosophila_melanogaster	49182	99.8127841486723	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	49208	0.999471630629166
ME-M-7.trim_1	Drosophila_simulans	18	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	49208	0.000365794179808161
ME-M-7.trim_1	Drosophila_bocki	3	99.6766666666667	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	49208	6.09656966346935e-05
ME-M-7.trim_1	Drosophila_quinaria	1	100	AY154400.1:1-1505_Drosophila_quinaria	AY154400.1:1-1505	49208	2.03218988782312e-05
ME-M-7.trim_1	Stegana_kanmiyai	1	100	HQ842778.1:1-1428_Stegana_kanmiyai	HQ842778.1:1-1428	49208	2.03218988782312e-05
ME-M-7.trim_1	Drosophila_eugracilis	1	100	MK659816.1:2451-3984_Drosophila_eugracilis	MK659816.1:2451-3984	49208	2.03218988782312e-05
ME-M-7.trim_1	Drosophila_tropicalis	1	100	NC_071247.1:1472-3007_Drosophila_tropicalis	NC_071247.1:1472-3007	49208	2.03218988782312e-05
ME-M-7.trim_1	Drosophila_limbata	1	98.91	OZ001357.1:3461-4996_Drosophila_limbata	OZ001357.1:3461-4996	49208	2.03218988782312e-05
ME-M-7.trim_2	Drosophila_melanogaster	51564	99.7737064618726	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	51588	0.999534775529193
ME-M-7.trim_2	Drosophila_simulans	19	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	51588	0.000368302706055672
ME-M-7.trim_2	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	51588	3.8768705900597e-05
ME-M-7.trim_2	Drosophila_simulans	1	99.33	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	51588	1.93843529502985e-05
ME-M-7.trim_2	Drosophila_quinaria	1	100	AY154400.1:1-1505_Drosophila_quinaria	AY154400.1:1-1505	51588	1.93843529502985e-05
ME-M-7.trim_2	Drosophila_tropicalis	1	100	NC_071247.1:1472-3007_Drosophila_tropicalis	NC_071247.1:1472-3007	51588	1.93843529502985e-05
ME-M-8.trim_1	Drosophila_melanogaster	2319	99.8048771021992	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2319	1
ME-M-8.trim_2	Drosophila_melanogaster	2485	99.7656338028169	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2485	1
ME-M-9.trim_1	Drosophila_melanogaster	3453	99.6872951057052	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3457	0.998842927393694
ME-M-9.trim_1	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	3457	0.000867804454729534
ME-M-9.trim_1	Phortica_saltiaristula	1	100	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	3457	0.000289268151576511
ME-M-9.trim_2	Drosophila_melanogaster	3623	99.5779133314932	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3628	0.998621830209482
ME-M-9.trim_2	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	3628	0.00110253583241455
ME-M-9.trim_2	Phortica_saltiaristula	1	100	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	3628	0.000275633958103638
Myrtle-D1.trim_1	Drosophila_melanogaster	6553	99.911332214253	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	6553	1
Myrtle-D1.trim_2	Drosophila_melanogaster	6470	99.8651607418856	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	6470	1
Myrtle-D11.trim_1	Drosophila_melanogaster	2064	99.7999321705426	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2071	0.99661999034283
Myrtle-D11.trim_1	Drosophila_simulans	7	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2071	0.00338000965717045
Myrtle-D11.trim_2	Drosophila_melanogaster	2255	99.8141685144124	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2263	0.996464869642068
Myrtle-D11.trim_2	Drosophila_simulans	7	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2263	0.00309323906319046
Myrtle-D11.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2263	0.000441891294741494
Myrtle-D5.trim_1	Drosophila_melanogaster	4510	99.8326297117517	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4510	1
Myrtle-D5.trim_2	Drosophila_melanogaster	4907	99.7772366007744	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4907	1
Myrtle-D8.trim_1	Drosophila_melanogaster	11867	99.9164734136682	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11867	1
Myrtle-D8.trim_2	Drosophila_melanogaster	11719	99.8646061950678	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11719	1
Myrtle-E10.trim_1	Drosophila_melanogaster	2638	99.688646702047	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2643	0.998108210367007
Myrtle-E10.trim_1	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2643	0.00151343170639425
Myrtle-E10.trim_1	Drosophila_subquinaria	1	98.94	AY154407.1:1-1505_Drosophila_subquinaria	AY154407.1:1-1505	2643	0.000378357926598562
Myrtle-E10.trim_2	Drosophila_melanogaster	2826	99.6577353149328	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2831	0.998233839632639
Myrtle-E10.trim_2	Drosophila_simulans	5	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2831	0.00176616036736136
Myrtle-E4.trim_1	Drosophila_melanogaster	10278	99.824893948239	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	10282	0.999610970628282
Myrtle-E4.trim_1	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	10282	0.000389029371717565
Myrtle-E4.trim_2	Drosophila_melanogaster	11181	99.766660406046	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11185	0.999642378185069
Myrtle-E4.trim_2	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	11185	0.000357621814930711
Myrtle-E9.trim_1	Drosophila_melanogaster	6217	99.7421344700016	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	6218	0.999839176584111
Myrtle-E9.trim_1	Drosophila_maculifrons	1	100	EF569998.1:2-1447_Drosophila_maculifrons	EF569998.1:2-1447	6218	0.000160823415889353
Myrtle-E9.trim_2	Drosophila_melanogaster	6236	99.7303046824888	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	6237	0.999839666506333
Myrtle-E9.trim_2	Drosophila_maculifrons	1	100	EF569998.1:2-1447_Drosophila_maculifrons	EF569998.1:2-1447	6237	0.000160333493666827
OH-F-2.trim_1	Phortica_saltiaristula	2	96.815	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	4	0.5
OH-F-2.trim_1	Drosophila_angor	1	100	DQ471539.1:1-1500_Drosophila_angor	DQ471539.1:1-1500	4	0.25
OH-F-2.trim_1	Mycodrosophila_sp	1	95.12	JF273081.1:1-1535_Mycodrosophila_sp	JF273081.1:1-1535	4	0.25
OH-F-2.trim_2	Phortica_saltiaristula	1	98.33	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	3	0.333333333333333
OH-F-2.trim_2	Stegana_aotsukai	1	97.56	HQ842776.1:1-1534_Stegana_aotsukai	HQ842776.1:1-1534	3	0.333333333333333
OH-F-2.trim_2	Liodrosophila_aerea	1	97.56	JF273080.1:1-1535_Liodrosophila_aerea	JF273080.1:1-1535	3	0.333333333333333
OH-F-3.trim_1	Phortica_saltiaristula	3	97.8933333333333	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	6	0.5
OH-F-3.trim_1	Drosophila_bunnanda	1	98.21	AB669747.1:1-1536_Drosophila_bunnanda	AB669747.1:1-1536	6	0.166666666666667
OH-F-3.trim_1	Drosophila_neokadai	1	100	AY750098.1:1-1499_Drosophila_neokadai	AY750098.1:1-1499	6	0.166666666666667
OH-F-3.trim_1	Drosophila_petalopeza	1	98.41	MK277094.1:1-1469_Drosophila_petalopeza	MK277094.1:1-1469	6	0.166666666666667
OH-F-3.trim_2	Phortica_saltiaristula	2	99.22	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	4	0.5
OH-F-3.trim_2	Drosophila_bunnanda	1	98.25	AB669747.1:1-1536_Drosophila_bunnanda	AB669747.1:1-1536	4	0.25
OH-F-3.trim_2	Drosophila_petalopeza	1	98.41	MK277094.1:1-1469_Drosophila_petalopeza	MK277094.1:1-1469	4	0.25
OH-M-3.trim_1	Mycodrosophila_sp	1	94.12	JF273081.1:1-1535_Mycodrosophila_sp	JF273081.1:1-1535	1	1
OH-M-5.trim_1	Drosophila_melanogaster	3314	99.6649185274593	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3324	0.996991576413959
OH-M-5.trim_1	Drosophila_simulans	8	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	3324	0.00240673886883273
OH-M-5.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	3324	0.000300842358604091
OH-M-5.trim_1	Drosophila_limbata	1	98.02	OZ001357.1:3461-4996_Drosophila_limbata	OZ001357.1:3461-4996	3324	0.000300842358604091
OH-M-5.trim_2	Drosophila_melanogaster	3367	99.6438936738937	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3375	0.99762962962963
OH-M-5.trim_2	Drosophila_simulans	7	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	3375	0.00207407407407407
OH-M-5.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	3375	0.000296296296296296
OH-M-6.trim_1	Phortica_melanopous	2	98	HQ011965.1:1-1534_Phortica_melanopous	HQ011965.1:1-1534	4	0.5
OH-M-6.trim_1	Phortica_saltiaristula	1	98.53	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	4	0.25
OH-M-6.trim_1	Drosophila_histrio	1	100	OY282583.1:3468-5003_Drosophila_histrio	OY282583.1:3468-5003	4	0.25
OH-M-6.trim_2	Phortica_saltiaristula	2	98.435	HQ011974.1:1-1534_Phortica_saltiaristula	HQ011974.1:1-1534	3	0.666666666666667
OH-M-6.trim_2	Drosophila_histrio	1	100	OY282583.1:3468-5003_Drosophila_histrio	OY282583.1:3468-5003	3	0.333333333333333
OH-M-7.trim_1	Drosophila_melanogaster	4	99.325	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4	1
OH-M-7.trim_2	Drosophila_melanogaster	4	99.8325	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4	1
Peach-1-B2.trim_1	Drosophila_melanogaster	495	99.8143838383838	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	495	1
Peach-1-B2.trim_2	Drosophila_melanogaster	510	99.7946862745098	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	510	1
Peach-10-F10.trim_1	Drosophila_melanogaster	11796	99.7967972193964	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11797	0.999915232686276
Peach-10-F10.trim_1	Drosophila_simulans	1	97.3	AY518673.1:1477-3011_Drosophila_simulans	AY518673.1:1477-3011	11797	8.47673137238281e-05
Peach-10-F10.trim_2	Drosophila_melanogaster	11790	99.7534283290925	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11790	1
Peach-11-F11.trim_1	Drosophila_melanogaster	19220	99.7836009365245	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	19220	1
Peach-11-F11.trim_2	Drosophila_melanogaster	19212	99.7381485529877	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	19212	1
Peach-12-H1.trim_1	Drosophila_melanogaster	19028	99.78563905823	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	19029	0.999947448631037
Peach-12-H1.trim_1	Drosophila_diamphidiopoda	1	100	MK277051.1:1-1469_Drosophila_diamphidiopoda	MK277051.1:1-1469	19029	5.25513689631615e-05
Peach-12-H1.trim_2	Drosophila_melanogaster	18806	99.7568478145273	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	18807	0.999946828308608
Peach-12-H1.trim_2	Drosophila_simulans	1	93.29	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	18807	5.31716913915032e-05
Peach-13-H7.trim_1	Drosophila_melanogaster	18054	99.7901689376315	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	18056	0.999889233495791
Peach-13-H7.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	18056	5.53832521045636e-05
Peach-13-H7.trim_1	Drosophila_sechellia	1	95.97	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	18056	5.53832521045636e-05
Peach-13-H7.trim_2	Drosophila_melanogaster	17787	99.7313970877607	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17789	0.999887570970825
Peach-13-H7.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	17789	5.62145145876665e-05
Peach-13-H7.trim_2	Drosophila_ambigua	1	100	EU493630.1:458-1993_Drosophila_ambigua	EU493630.1:458-1993	17789	5.62145145876665e-05
Peach-2-B4.trim_1	Drosophila_melanogaster	7819	99.7414157820693	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	7820	0.999872122762148
Peach-2-B4.trim_1	Drosophila_simulans	1	95.92	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	7820	0.000127877237851662
Peach-2-B4.trim_2	Drosophila_melanogaster	7924	99.6821113074205	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	7924	1
Peach-3-B5.trim_1	Drosophila_melanogaster	9237	99.7475728050233	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	9237	1
Peach-3-B5.trim_2	Drosophila_melanogaster	9311	99.7051508967887	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	9311	1
Peach-4-B7.trim_1	Drosophila_melanogaster	11165	99.747118674429	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11167	0.999820900868631
Peach-4-B7.trim_1	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	11167	0.000179099131369213
Peach-4-B7.trim_2	Drosophila_melanogaster	11249	99.7192817139301	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11253	0.999644539233982
Peach-4-B7.trim_2	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	11253	0.000177730383008975
Peach-4-B7.trim_2	Drosophila_maculifrons	1	97.73	EF569998.1:2-1447_Drosophila_maculifrons	EF569998.1:2-1447	11253	8.88651915044877e-05
Peach-4-B7.trim_2	Drosophila_montana	1	100	HQ849820.1:1494-3029_Drosophila_montana	HQ849820.1:1494-3029	11253	8.88651915044877e-05
Peach-5-B9.trim_1	Drosophila_melanogaster	12942	99.7646862926905	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12943	0.999922738159623
Peach-5-B9.trim_1	Drosophila_maculifrons	1	95.45	EF569998.1:2-1447_Drosophila_maculifrons	EF569998.1:2-1447	12943	7.72618403770378e-05
Peach-5-B9.trim_2	Drosophila_melanogaster	12986	99.7171723394425	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12987	0.999922999923
Peach-5-B9.trim_2	Drosophila_mauritiana	1	98.97	NC_005779.1:1478-3012_Drosophila_mauritiana	NC_005779.1:1478-3012	12987	7.7000077000077e-05
Peach-6-E5.trim_1	Drosophila_melanogaster	17715	99.7519480666102	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17716	0.999943553849627
Peach-6-E5.trim_1	Drosophila_quinaria	1	100	AY154400.1:1-1505_Drosophila_quinaria	AY154400.1:1-1505	17716	5.64461503725446e-05
Peach-6-E5.trim_2	Drosophila_melanogaster	17715	99.7186288456111	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17717	0.999887114071231
Peach-6-E5.trim_2	Drosophila_simulans	1	91.84	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	17717	5.64429643844895e-05
Peach-6-E5.trim_2	Drosophila_quinaria	1	100	AY154400.1:1-1505_Drosophila_quinaria	AY154400.1:1-1505	17717	5.64429643844895e-05
Peach-7-F6.trim_1	Drosophila_melanogaster	12031	99.797090848641	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12031	1
